stations	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	0_21	0_22	0_23	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	1_21	1_22	1_23	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	2_21	2_22	2_23	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	3_21	3_22	3_23	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	4_21	4_22	4_23	5_0	5_1	5_2	5_3	5_4	5_5	5_6	5_7	5_8	5_9	5_10	5_11	5_12	5_13	5_14	5_15	5_16	5_17	5_18	5_19	5_20	5_21	5_22	5_23	6_0	6_1	6_2	6_3	6_4	6_5	6_6	6_7	6_8	6_9	6_10	6_11	6_12	6_13	6_14	6_15	6_16	6_17	6_18	6_19	6_20	6_21	6_22	6_23
八德市場	0	0	0	0	0	0	0	0	3	0	0	0	0	0	22	1	0	0	0	46	13	0	0	1	5	52	39	15	25	6	11	33	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	7	15	12	17	6	24	9	0	0	0	0	0	0	0	0	0	0	0	0	27	27	0	0	46	18	18	9	47	31	0	3	0	15	0	0	0	0	8	13	0	0	0	0	0	0	0	0	0	26	12	22	4	45	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	89	18	0	0	8	1	9	12	0	0	0	0	6	0	9	0	0	0	2	44	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	4	34	13	0	0	0	0	0	0
三民公園	0	0	0	0	0	0	0	0	0	12	66	31	59	131	26	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	17	50	60	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	49	63	42	1	58	24	30	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	42	0	0	15	50	34	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	47	23	17	50	42	54	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	37	6	70	26	55	82	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4	13	0	0	24	32	19	0	0	0	0	0	0	0	0
三張犁	0	0	0	0	0	0	0	0	0	11	81	124	22	24	40	33	20	0	0	0	0	0	0	0	0	57	80	21	24	0	0	15	0	72	146	51	2	39	33	0	0	16	0	30	53	0	0	0	0	15	38	0	1	7	14	0	4	73	82	18	0	4	0	0	0	0	0	0	0	0	0	0	30	64	86	49	27	6	0	0	0	107	52	97	37	40	26	27	3	0	0	0	4	13	0	0	17	20	56	23	2	37	30	12	20	172	61	27	20	22	20	0	0	0	0	0	0	0	9	26	14	75	11	0	0	25	1	0	9	160	46	17	12	53	3	43	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	23	59	62	50	0	49	10	0	0	0	0	0	0	30	4
士林運動中心	0	0	0	0	0	0	0	0	0	0	0	31	3	12	12	4	71	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	37	2	5	36	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	19	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	16	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	38	33	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	54	0	16	11	0	0	0	0	0	0	0	0
大業大同街口	0	0	0	0	0	0	0	0	0	0	43	6	4	58	121	130	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	47	23	107	135	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	22	3	8	79	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	7	84	119	27	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	24	17	21	45	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	52	15	108	104	28	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	21	0	5	69	85	0	0	0	0	0	0	0	0
大豐公園	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	30	79	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	24	6	18	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	15	0	0	0	0	0	0	0
大鵬華城	0	0	0	0	0	0	0	0	0	0	16	10	0	0	18	27	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	5	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	56	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	38	27	0	0	0	0	0	0	0	0
中山行政中心	0	0	18	30	24	0	0	0	0	0	12	12	0	75	47	27	47	5	0	0	0	0	0	0	0	2	13	0	0	0	18	0	0	21	12	0	0	0	86	50	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	64	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	9	0	0	0	0	0	0	48	2	1	0	0	0	37	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	33	0	0	0	0	0	0	0
中正基河路口	14	0	9	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	18	10	15	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	63	0	0	17	22	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	32	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	18	0	0	0	0	0	0	0	0	0	0	0	40	30	8	0	0	0	0	0	0	0	0	0
中研公園	0	0	0	0	0	0	0	0	0	0	2	12	79	115	142	52	0	0	0	0	0	0	0	0	12	16	16	0	0	0	0	0	3	61	75	25	0	83	195	38	0	0	0	0	0	0	0	0	32	75	22	20	0	0	0	10	0	0	0	0	9	2	44	39	0	6	0	0	0	0	38	0	18	117	54	0	0	0	0	0	0	0	0	0	0	5	13	0	3	0	0	0	0	0	0	0	0	28	2	0	0	0	0	0	0	0	0	21	0	66	148	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	62	13	0	0	3	51	10	38	31	2	0	0	0	0	0	0	0	0	0	0	0	6	21	0	2	95	84	56	80	198	61	13	0	0	0	0	0	0	0
中崙高中	0	0	0	0	0	0	0	0	0	14	90	151	80	61	9	12	42	0	0	0	0	0	0	28	151	116	71	137	58	42	2	26	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	103	10	53	59	29	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	38	27	5	0	84	48	0	0	28	0	0	33	4	0	0	0	0	0	0	0	0	0	0	23	76	3	26	14	40	28	14	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	60	72	24	5	40	79	24	16	0	0	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	36	0	0	0	0	8	64	18	44	19	0	0	0	0	0	0	0	0
中強公園	0	12	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	6	0	0	0	0	0	13	27	20	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	31	15	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
五常公園	0	0	0	0	0	0	0	0	0	0	25	36	0	33	43	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	66	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	35	78	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	106	44	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	35	62	9	13	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	69	40	30	3	3	30	21	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	4	11	10	0	0	0	0	0	0	0	0	0
仁愛逸仙路口	0	0	0	0	0	0	11	33	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	20	22	0	0	1	7	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
仁愛醫院	0	6	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	39	99	80	37	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	87	107	47	28	47	3	0	0	19	0	5	0	0	0	0	0	0	0	0	0	0	0	0	42	46	25	0	0	0	11	8	17	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	3	29	33	26	10	42	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	58	59	6	0	8	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	24	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0
仁愛醫院(施工暫停)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
天母運動公園	0	0	0	0	16	26	41	14	4	26	46	27	3	8	18	34	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	24	38	10	19	57	20	23	0	0	0	0	0	0	5	33	6	18	0	0	16	9	0	15	25	36	0	3	5	22	0	7	0	0	0	0	0	0	10	60	0	0	41	11	0	0	0	0	0	35	33	20	15	0	0	0	0	0	0	0	0	0	26	61	0	0	0	0	0	0	0	0	6	19	0	19	15	18	25	0	8	0	0	0	0	0	0	0	0	0	10	39	16	3	0	0	0	0	15	42	53	31	12	0	0	0	0	0	0	0	0	0	0	0	12	37	41	0	0	0	0	41	19	16	12	13	8	19	0	0	0	0	0	0	0
文山行政中心	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	12	34	18	0	0	0	0	0	0	12
文湖國小	0	0	0	0	0	0	0	0	0	0	0	0	6	26	209	57	0	0	0	0	0	0	0	0	0	51	44	3	0	0	0	0	0	0	0	0	24	43	73	67	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	81	37	32	0	0	0	0	0	0	0
世貿二館	0	0	6	98	50	57	74	4	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	21	8	54	11	9	29	6	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	27	22	30	17	2	27	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	20	28	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	10	5	20	0	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	36	40	17	17	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	153	168	83	47	3	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
世貿三館	0	0	4	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	22	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	13	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	45	12	0	0	0	0	0	0	0	0	0
北投運動中心	0	0	0	0	0	0	0	0	0	0	2	0	0	0	16	64	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	32	44	13	0	60	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	33	0	76	63	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	10	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	77	37	23	0	0	0	0	0	0
台北市災害應變中心	0	0	0	0	0	0	0	0	0	0	21	78	45	53	28	38	0	0	0	0	0	0	0	12	0	0	0	4	6	0	0	0	0	0	9	85	36	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	27	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	24	12	19	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	9	20	6	0	0	0	13	0	0	0	0	0	10	0	0	0	17	0	20	21	0	24	0	0	23	8	12	30	9	0	0	0	0	0	0
台北市政府	0	0	0	0	9	101	28	12	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	110	30	0	0	27	56	55	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	59	0	5	0	16	46	19	6	0	14	0	6	0	0	0	0	0	0	0	0	0	0	0	81	61	13	12	4	35	32	20	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	107	10	0	0	14	36	45	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	48	46	19	15	27	42	33	19	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	21	136	83	64	49	5	13	17	30	15	0	0	0	0	0	0	0	0	0	0	0
台北花木批發市場	0	0	0	0	0	15	0	0	0	0	0	0	0	63	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	81	69	45	18	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	27	47	45	73	26	10	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	21	53	0	36	28	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	51	40	0	60	104	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	20	133	44	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	38	99	49	0	0	0	0	0	2	19	0
台灣科技大學	0	0	0	0	0	0	0	15	0	0	0	46	87	122	83	22	0	0	0	0	0	0	0	53	89	99	47	23	18	42	33	25	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	34	125	43	3	8	46	5	5	0	0	0	5	0	0	0	18	0	0	16	11	0	0	0	17	82	62	27	26	4	20	0	0	0	0	0	0	0	31	3	19	15	0	0	0	0	0	0	28	80	111	52	39	3	76	18	0	0	0	0	0	0	10	41	1	0	0	0	0	0	0	0	0	12	87	36	0	0	3	0	0	0	0	0	0	0	18	30	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	29	30	6	44	7	3	12	0	16	25	32	0	25
市民廣場	0	12	0	0	0	0	0	0	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	42	44	29	3	0	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	25	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	24	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	23	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
市立美術館	7	13	0	22	43	18	19	0	0	0	26	31	14	22	14	0	0	0	0	0	0	0	37	21	0	0	0	0	37	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	21	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	16	0	0	0	2	3	16	42	4	0	0	0	0	0	0	0	0	0	0	0
民生光復路口	0	0	0	0	0	0	0	0	0	0	0	37	25	66	163	53	14	0	0	0	0	0	0	5	15	47	28	0	5	0	9	57	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	51	36	22	15	38	0	29	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	14	17	5	21	0	21	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	26	35	0	4	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
民生活動中心	4	13	0	0	0	0	21	2	28	4	22	85	32	44	106	31	35	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	5	24	47	60	18	6	39	37	13	15	0	0	0	0	5	3	0	5	30	0	3	0	0	6	10	11	22	81	32	0	52	13	0	39	0	0	0	0	0	0	0	0	12	0	0	19	0	0	2	13	29	36	18	10	20	46	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	39	31	3	28	37	21	12	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	13	3	61	51	0	15	15	54	30	0	16	29	13	0	0	13	4	3	0	0	0	0	0	0	0	36	37	19	38	19	50	13	0	53	24	34	2	0	0
民生敦化路口	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	7	159	128	77	19	9	29	32	0	2	23	3	0	0	0	0	0	0	0	0	0	0	0	0	17	82	174	73	51	17	31	16	44	41	28	7	12	6	0	0	0	0	0	0	0	0	0	0	0	110	40	83	86	37	5	40	3	0	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	90	100	91	45	0	3	33	18	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	130	100	6	24	23	20	16	37	8	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	25	8	0	0	0	36	5	15	0	0	0	0	0	0	0	0	0	0	0	0
民權復興路口	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	12	9	12	0	0	0	0	0	0	35	74	25	0	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	34	29	32	9	35	44	0	21	5	1	11	0	0	0	2	13	0	0	0	0	0	0	0	3	18	0	0	0	0	0	6	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	8	12	0	7	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	4	10	0	0	0	28	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
民權運動公園	0	0	0	0	0	0	0	0	0	0	0	0	0	21	66	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	43	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
永吉松信路口	0	0	0	0	0	0	0	0	0	30	58	80	0	90	76	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	47	44	16	17	66	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	73	5	0	18	60	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	5	1	0	0	39	21	17	31	76	21	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	8	17	12	0	12	76	12	0	3	0	0	0	0	0	8	1	0	6	0	0	0	0	0	0	4	56	9	0	19	37	22	0	0	0	0	0	0	5	1	0	6	0	0	0	0	0	3	21	43	54	33	10	26	72	0	15	0	0	0	0	6	0	0
永樂市場	0	0	19	84	15	0	0	0	0	7	66	35	11	6	3	29	0	0	0	0	0	0	0	0	41	134	10	45	46	0	0	21	0	0	14	20	15	9	0	0	0	0	0	46	39	0	0	0	73	126	29	51	56	27	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	265	78	55	60	19	0	0	9	11	0	0	0	0	0	0	7	11	0	0	0	0	0	0	99	124	11	33	38	0	0	14	54	1	0	0	0	0	0	5	19	0	0	0	0	0	0	0	73	77	14	40	56	37	0	6	7	0	0	0	0	0	0	21	2	32	0	0	0	0	0	0	0	10	10	42	67	4	0	0	0	25	39	2	8	27	23	82	12	64	120	120	65	60	6	4
玉成公園	0	0	0	0	0	0	0	0	0	0	15	22	45	213	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	120	76	60	31	47	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5	20	15	15	22	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	66	17	89	170	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	101	2	47	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	27	42	2	28	48	126	0	0	0	0	0	0	0	0	0	0	0	0	2	14	5	0	0	0	4	50	7	18	103	146	103	22	3	0	0	0	0	0	0
成功國宅	0	0	0	0	0	0	0	0	0	0	3	3	23	22	13	0	0	0	0	0	0	0	15	0	0	4	13	0	0	0	0	0	0	0	0	0	0	9	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	10	0	0	21	16	15	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	9	58	9	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	42	19	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	24	15	12	54	0	0	40	30	0	0	0	0
汐止火車站	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
